,number,author,life,title,position
1561,1318 ,"Caroto, Giovanni Francesco.", (1470-1546) ,La Vierge et l'Enfant-Jésus (Attribué). ,VI tr. A-S
1562,1211 ,"Carpaccio, Vittore Scarpazza ou Scarpaccia, dit", (vers 1455-entre 1525 et 1526). ,"La prédication de saint Etienne, à Jérusalem. ",VI tr. A-S
1563,1217 ,"Carracci, Annibale, dit Le Carrache.", (1560-1609). ,La Vierge aux cerises. ,VI tr. D-N
1564,1218 ,"Carracci, Annibale, dit Le Carrache.", (1560-1609). ,"Le sommeil de l'Enfant Jésus, dit «Le silence du Carrache» (peut-être copie par le Dominiquin) ",VI tr. D-N
1565,1219 ,"Carracci, Annibale dit Le Carrache.", ( 1 sbo-1609). ,La Vierge apparaissant à saint Luc et à sainte Catherine. ,IV
1566,1221 ,"Carracci, Annibale dit Le Carrache.", ( 1 sbo-1609). ,Piétà \peut-être par le Dominiquin) ,VI tr. B-N
1567,1222 ,"Carracci, Annibale dit Le Carrache.", ( 1 sbo-1609). ,Le Christ au tombeau. ,VI tr. D-N
1568,1230 ,"Carracci, Annibale dit Le Carrache.", ( 1 sbo-1609). ,Diane découvrant la grossesse de CalistO. ,VI tr. B-N
1569,1232 ,"Carracci, Annibale dit Le Carrache.", ( 1 sbo-1609). ,La pêche ,VI tr. B-N
1570,1233 ,"Carracci, Annibale dit Le Carrache.", ( 1 sbo-1609). ,La chasse ,VI tr. B-N
1571,1235 ,"Carracci, Antonio, dit Le Carrache.", (1583-1618). ,Le déluge ,VI tr. B-N
1572,S. N° ,"Carriera, Rosalba", (1676-1758). ,Portrait de femme avec bouquet dans les cheveux. Pastel.,S. des pastels
1573,S. NI ,"Carriera, Rosalba", (1676-1758). ,Jeune fille tenant un singe; portrait présumé de la fille du financier Law. Pastel.,S. des pastels
1574,S. N° ,"Carriera, Rosalba", (1676-1758). ,Jeune fille tenant une couronne de laurier. Pastel,S. des pastels
1575,S. Nu ,"Carriera, Rosalba", (1676-1758). ,"Etude de jeune fille, les épaules découvertes. Pastel.",IIIe S. Meubles XVIIIe
1579,1243 ,"Casanova, François Joseph", (1727-1802). ,"Le premier des trois combats de Fribourg, 3 Août 1644. ",XVI-N
1581,1244 ,"Casanova, François-Joseph", (1727-1802). ,"Bataille de Lens, 20 Août 1648. ",XVI-N
1582,1247 ,"Casanova, François-Joseph", (1727-1802). ,Un cuirassier au galop. ,I-E
1583,1248 ,"Casanova, François-Joseph", (1727-1802). ,"Un cavalier se dirigeant vers la gauche, groupe de cavaliers. ",I-E
1584,1249 ,"Castelli, Valerio,", (1625-1659). ,Le frappement du rocher. ,I-E
1585,1250 ,"Castiglione, Giovanni-Benedetto, dit Il Grechetto", (1617-1665 ou 1670). ,Melchisédech et Abraham ,VI tr. D-N
1586,1251 ,"Castiglione, Giovanni-Benedetto, dit Il Grechetto", (1617-1665 ou 1670). ,Les vendeurs chassés du temple ,VI tr. D-N
1587,1252 ,"Castiglione, Giovanni-Benedetto, dit Il Grechetto", (1617-1665 ou 1670). ,Animaux et ustensiles. ,VI tr. D-N
1589,1604 ,Cesare da Sesto, (1477-1523). ,La Vierge aux balances ,VI tr. B-S
1590,1257 ,"Cesari, Giuseppe, dit le Josépin ou le cavalier d'Arpin", (1560 - 1640). ,Diane et Actéon. ,"VI tr. B-N Cigoli; voir Cardi. 1259 Cima da Conegliano, Giovanni-Battista (vers 1460-"
1594,1261 ,"Costa, Lorenzo", (1460-1535). ,"La Cour d'Isabelle d'Este, duchesse de Mantoue, ou le Règne des Muses ",VI tr. A-S
1595,1262 ,"Costa, Lorenzo", (1460-1535). ,"Janus et Mercure chassant les Vices de l'Olympe, ou le Règne du Dieu Cornus. ",VI tr. A-S
1596,1263 ,"Credi, Lorenzo di Andrea d'Oderigo, ou Lorenzo di", (1457-1537). ,La Vierge et l'Enfant entre St. Julien et St. Nicolas de Myre ,VI tr. A-N
1597,1264 ,"Credi, Lorenzo di Andrea d'Oderigo, ou Lorenzo di", (1457-1537). ,Le Christ jardinier et la Madeleine,VI tr. A-N
1599,1301 ,"Daddi, Bernardo.", (ire moitié du XIVme siècle). ,L'Annonciation ,VII-0
1600,1665 a ,"Daddi, Bernardo.", (ire moitié du XIVme siècle). ,Le Calvaire. (Attribué). ,VII-0
1601,1667 ,"Daddi, Bernardo.", (ire moitié du XIVme siècle). ,"La Nativité, Vierge glorieuse, le Calvaire. Triptyque (Attribué). VII-0 Daniel de Volterre; voir Ricciarelli. Dominiquin; voir Zampieri. 1271 * Donducci, Giovanni-Andrea, dit Le Mastelletta.( 15751655).",— Le Christ et la Vierge apparaissant à saint François d'Assise VI tr. D-N
1602,1272 ,"Dono, Paolo, dit Paolo Uccello.", (1397-1475). ,"Portraits en buste de Giotto, Paolo Uccello, Donatello, Antonio Manetti et Filippo Brunelleschi ",VII-0
1603,1273 ,"Dono, Paolo, dit Paolo Uccello.", (1397-1475). ,Episode de la bataille de San }{omano. ,VII-0
1606,1620 ,"Duccio,", (vers 1260-1319). ,"La Vierge et l'Enfant entre plusieurs saints (Ecole de) , ",VII-S
1607,1277 ,"Dughet, Gaspard, dit Le Guaspre Poussin.", (1613- 1675). ,"Paysage e VI tr. D-N Ercole; voir Roberti. 1278 Fabriano, Gentile da (vers 1370-1428).",— La Présen- tation au temple. VII-0
1608,S. N° ,"Fasolo, Bernardino, de Pavie,", (XVIme siècle). ,La Vierge et l'Enfant ,VI tr. A-N
1609,1285 ,"Ferrari, Gaudenzio (vers", 1.-480-15.J6V ,Saint Paul. ,VI tr. A-S
1610,1287 ,"Feti ou Fetti, Domenico", (1589-1624). ,"La vie champêtre, ou la fileuse ",VI tr. D-N
1611,1288 ,"Feti ou Fetti, Domenico", (1589-1624). ,La Mélancolie ,VI tr. D-N
1612,1289 ,"Feti ou Fetti, Domenico", (1589-1624). ,L'Ange gardien ,VI tr. D-N
1620,1295 ,"Filipepi, Sandro, dit II Botticelli 11444 ou", 1445-1; ,10).,- La Madone du Magnificat (Ecole de) VII-E
1621,1296 ,"Filipepi, Sandro, dit II Botticelli 11444 ou", 1445-1; ,"La Vierge, l'Enfant Jésus et saint Jean. ",VII-E
1622,1297 ,"Filipepi, Sandro, dit II Botticelli 11444 ou", 1445-1; ,"Sujet allégorique : Giovanna degli Albizzi avec Vénus et les trois Grâces. Fresque provenant de la villa Lemmi, près Florence",Esc. Daru
1623,1298 ,"Filipepi, Sandro, dit II Botticelli 11444 ou", 1445-1; ,"Sujet allégorique: Lorenzo Tornabuoni et les Arts libéraux. personnifiés par huit femmes. Fresque provenant de la villa Lemmi, près Florence",Esc. Daru
1624,1299 ,"Filipepi, Sandro, dit II Botticelli 11444 ou", 1445-1; ,Vénus (Ecole dc!. ,VII-E
1625,1300 a ,"Filipepi, Sandro, dit Il Botticelli"," ( 1444 on 144 =,-1 =< 10). ",La Vierge et l'Enfant à la grenade (Ecole de). ,VII-E
1626,1663 ,"Filipepi, Sandro, dit Il Botticelli"," ( 1444 on 144 =,-1 =< 10). ",Portrait de jeune homme (Ecole de). ,VII-E
1627,S. N° ,"Filipepi, Sandro, dit Il Botticelli"," ( 1444 on 144 =,-1 =< 10). ",La Madone des Guidi de Faenza (Attribué).,Coll. Schlichting
1628,1415 ,Fiorenzo di Lorenzo, (vers 1441- après 1521). ,"Tableau en trois compartiments: Le Christ mort et deux scènes de la légende de St. Jérôme. VII-0 Fra Angelico ; voir Fiesole. 1640 a Francesco di Giorgio (1430-1502). — L'enlèvement d'Europe. VII-E Francia; voir Raibolini. 1644 Franciabigio, Francesco di Cristofano Bigi, dit (1482-1525).",— Portrait de jeune homme. VI tr. A-N
1630,1302 ,"Gaddi, Taddeo ",.(1100?- Ilb6). ,Tableau en trois compartiments: Décollation de saint Jean-Baptiste et festin d'Hérode. Le Calvaire. Deux scènes de la légende de St. Jacques le Majeur ,VII-0
1631,1303 ,"Garbo, Raffaellino del", ( vers 1466-1524). ,Le couronnement de la Vierge ,VI tr. A-N
1632,1304 ,"Gargiuoli, Domenico, dit Micco Spadaro", (1612-1679). ,"Combat VI tr. D-N Garofalo; voir Tisi. Gentileschi; voir Lomi. 1316 Gerini, Niccolo di Pietro 1 2me moitié du XlVme siècle).",— La Vierge et l'Enfant entourés d'anges. VII-0
1634,1306 ,"PARIS, MUSÉE NATIONAL DU LOUVRE U5 Ghirlandajo; voir Grillandajo. Giampietrino; voir Rizzi. 1305 Giordano, Luca", (1632-170=;). ,Ronde d'amours. ,I-S
1635,1307 ,"PARIS, MUSÉE NATIONAL DU LOUVRE U5 Ghirlandajo; voir Grillandajo. Giampietrino; voir Rizzi. 1305 Giordano, Luca", (1632-170=;). ,La chasse de Diane ,1-0
1636,1308 ,"PARIS, MUSÉE NATIONAL DU LOUVRE U5 Ghirlandajo; voir Grillandajo. Giampietrino; voir Rizzi. 1305 Giordano, Luca", (1632-170=;). ,Le mariage de la Vierge. ,1-0
1637,1309 ,"PARIS, MUSÉE NATIONAL DU LOUVRE U5 Ghirlandajo; voir Grillandajo. Giampietrino; voir Rizzi. 1305 Giordano, Luca", (1632-170=;). ,L'adoration des bergers 1-0 Giorgione; voir Barbarelli. 1312 Giotto di Bondone (vers 1206-1317).,- Saint François d'Assise recevant les stigmates. VII-0
1638,1659 a ,Giovanni di Paolo, ( 140-; ?-1482). ,Entrée de St. Grégoire au château Saint-Ange. ,VII-0
1639,1659 ,Giovanni Francesco da Rimini, ( ? - avant 1470). ,Miracle de saint Nicolas de Bari. ,VII-S
1640,1668 ,Girolamo di Benvenuto, (1470-1S24). ,"Le jugement , de Pàris ",VII-E
1642,1407 ,"ou 1498). — Le triomphe de saint Thomas d'Aquin. VII-S Grechetto; voir Castiglione. 1321 Grillandajo, Domenico di Tommaso Bigordi, dit Ghirlandajo", (1440-1404). ,La Visitation ,VII-E
1643,1322 ,"ou 1498). — Le triomphe de saint Thomas d'Aquin. VII-S Grechetto; voir Castiglione. 1321 Grillandajo, Domenico di Tommaso Bigordi, dit Ghirlandajo", (1440-1404). ,Portrait présumé du cte Francesco Sassetti avec son petit-fils. ,VII-E
1644,1323 ,"Grillandajo, Benedetto di Tommaso Bigordi, dit Ghirlandajo", (14=18-14071. ,Le Christ marchant au Calvaire. ,VII-E
1645,1328 ,"Guardi, Francesco", (1712-1793). ,Vue de Venise. La fête de l'Ascension (Peut-être par Canaletto) ,VI tr. D-N
1646,1329 ,"Guardi, Francesco", (1712-1793). ,Église de la Salute. La procession du doge (Peut-être par Canaletto) ,VI tr. D-N
1647,1330 ,"Guardi, Francesco", (1712-1793). ,Fête du Jeudi gras à Venise (Peut-être par Canaletto) ,VI tr. D-N
1648,1331 ,"Guardi, Francesco", (1712-1793). ,Fête du Corpus Domini (Peut-être par Canaletto). ,VI tr. D-N
1649,1332 ,"Guardi, Francesco", (1712-1793). ,"Procession du doge à l'église San Zaccaria, à Pâques (Peut-être par Canaletto) ",VI tr. D-N
1650,1333 ,"Guardi, Francesco", (1712-1793). ,"La salle du Collège au Palais ducal, à Venise (Peut-être par Canaletto) ",VI tr. D-N
1651,1334 ,"Guardi, Francesco", (1712-1793). ,Couronnement du doge sur l'escalier des Géants du Palais ducal à Venise (Peut-être par Canaletto) ,VI tr. D-N
1652,1335 ,"Guardi, Francesco", (1712-1793). ,"Vue de Venise. Le Grand Canal et la Salute. I-E Guaspre-Poussin; voir Dughet. Guerchin, le; voir Barbieri. Guide, le; voir Reni. Josépin, le; voir Cesari. Jules Romain; voir Pippi. 1628 Justus de Gand, Joos van Wassenhove dit (travaillait à Anvers et à Gand vers 1400-1464, et en Italie à partir de 1470).",— Vittorino da Feltre VII-0
1653,1630 ,"Guardi, Francesco", (1712-1793). ,Dante. ,VII-0
1654,1632 ,"Guardi, Francesco", (1712-1793). ,Saint Augustin. ,VII-0
1655,1633 ,"Guardi, Francesco", (1712-1793). ,Saint Thomas d'Aquin. ,VI tr. A-S
1656,1634 ,"Guardi, Francesco", (1712-1793). ,Virgile. ,VI tr A-S
1657,1639 ,"Guardi, Francesco", (1712-1793). ,"Ptolémée. VII-0 Landi; voir Neroccio. 1336 Lanfranco, Giovanni (1581-16471.",— Ag.ir dans le désert VI tr. D-N
1658,1337 ,"Guardi, Francesco", (1712-1793). ,Saint Pierre ,VI tr. D-N
1659,1338 ,"Guardi, Francesco", (1712-1793). ,La séparation de saint Pierre et de saint Pau] ,VI tr. D-N
1660,1344 ,"Lippi, Fra Filippo", (vers 140Û-1409). ,Vierge glorieuse entre deux saints abbés. ,VII-E
1661,1346 ,"Lomi, Orazio, dit Il Gentileschi 1 =;6; ou"," I=,6=,-I64b). ",Repos de la Sainte Famille ,VI tr. B-N
1662,1621 ,"Lorenzetti, Ambrogio", (fin du XIIIme siècle -vers 1348). ,La Vierge et l'Enfant entourés de saints (Ecole de) ,VII-0
1664,1315 ,"Lorenzo Monaco, don"," (travaillait entre 1300 et 142=, ). ",La Vierge et ('Enfant. ,VII-0
1665,1348 ,"Lorenzo Monaco, don"," (travaillait entre 1300 et 142=, ). ",Tableau en trois compartiments; au milieu: saint Laurent; des deux côtés: sainte Agnès et sainte Marguerite (Ecole de) ,VII-0
1666,1348 a ,"Lorenzo Monaco, don"," (travaillait entre 1300 et 142=, ). ",Tableau en deux compartiments: Le Christ au jardin des Oliviers.,— Les saintes femmes préparant le tombeau. VII-0
1667,S. N° ,Lorenzo Veneziano, (travaillait entre 1350 et 1370). ,La Vierge et l'Enfant. ,VII-0
1668,1349 ,"Lotto, Lorenzo", (i48o?-i55ô ou 1 s S 7) ,— La femme adultère ,VI tr. B-S
1669,1350 ,"Lotto, Lorenzo", (i48o?-i55ô ou 1 s S 7) ,Saint Jérôme dans le désert. ,VI tr. A-S
1670,1351 ,"Lotto, Lorenzo", (i48o?-i55ô ou 1 s S 7) ,Sainte Famille ,VI tr. B-S
1671,1352 ,"Luciani, Sebastiano, dit Sébastien del Piombo", (1485-1 =547). ,La Visitation ,VI tr. B-S
1672,S. N° ,"Luciani, Sebastiano, dit Sébastien del Piombo", (1485-1 =547). ,Portrait de Catharina Colonna (Attribué).,Coll. Schlichting
1673,1353 ,"Luini, Bernardino", (entre 1475 et 1480-1531 ou 1532). ,Sainte Famille ,VI tr. B-S
1674,1354 ,"Luini, Bernardino", (entre 1475 et 1480-1531 ou 1532). ,Le sommeil de l'Enfant Jésus ,VI tr. B-S
1675,1355 ,"Luini, Bernardino", (entre 1475 et 1480-1531 ou 1532). ,Salomé recevant la tête de saint Jean-Baptiste ,VI tr. B-S
1676,1356 ,"Luini, Bernardino", (entre 1475 et 1480-1531 ou 1532). ,La forge de Vulcain. Fresque de la Casa Rabia à San Sepolcro ,VI tr. B-S
1677,1357 ,"Luini, Bernardino", (entre 1475 et 1480-1531 ou 1532). ,"Enfant assis sous une treille. Fresque de la villa Pelucca, près de Monza. ",V
1678,1358 ,"Luini, Bernardino", (entre 1475 et 1480-1531 ou 1532). ,"Enfant à genoux sous une treille. Fresque de la villa Pelucca, près de Monza. ",V
1679,1359 ,"Luini, Bernardino", (entre 1475 et 1480-1531 ou 1532). ,La Nativité. Fresque de l'Oratoire de Greco Milanese ,V
1680,1360 ,"Luini, Bernardino", (entre 1475 et 1480-1531 ou 1532). ,L'Adoration des mages. Fresque de l'Oratoire de Greco Milanese ,V
1681,1361 ,"Luini, Bernardino", (entre 1475 et 1480-1531 ou 1532). ,Le Christ. Fresque de l'Oratoire de Greco Milanese. ,V
1682,1362 ,"Luini, Bernardino", (entre 1475 et 1480-1531 ou 1532). ,Tête de jeune fille personnifiant le Silence Fresque ,VI tr. A-N
1683,1363 ,"Luini, Bernardino", (entre 1475 et 1480-1531 ou 1532). ,L'Annonciation (Ecole de). Fresque. ,V
1684,1364 ,"Luini, Bernardino", (entre 1475 et 1480-1531 ou 1532). ,Le Christ mort entouré des instruments de Li passion (Ecole de). Fresque. ,V
1685,1661 ,"Machiavelli, Zanobi", ( 141 H-1479). ,"La Vierge avec l'Enfant, entre St. Augustin et St. JeanBaptiste, St. Antoine et St. François d'Assise. ",VII-E
1686,1367 ,"Mainardi, Bastiano, Sebastiano di Bartolo, dit", (tra- vaillait dejà vers 1482-1513). ,La Vierge et l'Enfant ,VII-E
1687,(3) ,"Mainardi, Bastiano, Sebastiano di Bartolo, dit", (tra- vaillait dejà vers 1482-1513). ,Portrait de jeune homme,Coll. Arconati Visconti
1688,(4) ,"Mainardi, Bastiano, Sebastiano di Bartolo, dit", (tra- vaillait dejà vers 1482-1513). ,"Portrait de jeune femme. - Maître Roux; voir Rosso. 1368 Manfredi, Bartolommeo ( 1 =,72 ?-ioo>).",— La diseuse de bonne-aventure VI tr. D-N
1689,1369 ,"Manni, Giannicola di Paolo", (1470-1=144). ,Le Baptême de Notre Seigneur. ,VII-0
1690,1370 ,"Manni, Giannicola di Paolo", (1470-1=144). ,L'Assomption de la Vierge ,VI tr. A-N
1691,1371 ,"Manni, Giannicola di Paolo", (1470-1=144). ,L'Adoration des mages. ,VII-E
1692,1372 ,"Manni, Giannicola di Paolo", (1470-1=144). ,Vierge glorieuse ,VI tr. A-N 117s MANTEGNA 1373 MANTEGNA
1693,1373 ,"Mantegna, Andrea", ( 14-51-1 =;o6). ,Le Calvaire ,VI tr. A-S
1694,1374 ,"Mantegna, Andrea", ( 14-51-1 =;o6). ,"La Vierge de la Victoire adorée par Jean François de Gonzague, marquis de Mantoue ",VI tr. A-S
1695,1375 ,"Mantegna, Andrea", ( 14-51-1 =;o6). ,Le PJrnasse. ,VI tr A-S
1696,1376 ,"Mantegna, Andrea", ( 14-51-1 =;o6). ,La Sagesse victorieuse des Vices ,VI tr. A-S
1697,S. N° ,"Mantegna, Andrea", ( 14-51-1 =;o6). ,"Saint Sébastien (provenant d'Aigueperse, Auvergne). (Reproduit) ",VI tr. A-S
1698,1379 ,"Maratta, Carlo", (102S-1713). ,Portrait de MarieMadeleine Rospigliosi ,VI tr. D-N
1699,1381 ,"Marchesi, Girolamo, da Cotignola.", (1480?-1550?). ,Le Christ portant la croix ,VI tr. A-N
1700,1382 ,Marco d'Oggiono., (vers 1470-avant 1540). ,Sainte Famille ,VI tr. B-S
1701,1382 a ,Marco d'Oggiono., (vers 1470-avant 1540). ,La Vierge et l'Enfant ,VI tr. B-S
1703,1384 ,"Massone, Giovanni,", (seconde moitié du XVme siècle). ,"Retable en trois compartiments: Au centre: La Nativité. — A gauche: saint François d'Assise, debout, protégeant Sixte IV à genoux. — A droite : saint Antoine de Padoue, debout, protégeant le cardinal Julien de la Rovère (depuis Jules Il). VI tr. A-S Mastelletta ; voir Donducci. 981 Matteis, Paolo de'. (1662-1728).",— La chaste Su- zanne. (Attribué) I-E
1704,1660 ,"Matteo di Giovanni,", (vers 1435-1405). ,—La naissance de la Vierge. (Attribué) ,VII-S
1705,1385 ,"Mazzola, Francesco, dit Le Parmesan.", (1504-1510). ,Sainte Famille. ,VI tr. B-N
1706,1386 ,"Mazzola, Francesco, dit Le Parmesan.", (1504-1510). ,"La Vierge et l'Enfant avec St. Benoît, Ste. Catherine et St. Jérôme ",VI tr. B-N
1707,1388 ,"Mazzolini, Lodovico.", (vers 1478 - vers 1528). ,Jésus-Christ prêchant la multitude. (Attribué). ,VI tr. A-N
1708,1152 ,"Memmi, Lippo.", (?-1357). ,"Saint Pierre. (Attribué). VII-0 Memmi, Simone; voir Martini. Merisi; voir Amerighi. Micco Spadaro; voir Gargiuoli. 1390 Mola, Pier-Francesco. (1612 ou 1621-1666 ou 1668).",— La prédication de saint Jean-Baptiste. VI tr. D-N
1709,1392 ,"Memmi, Lippo.", (?-1357). ,"Vision de saint Bruno. VI tr. D-N Monaco; voir Lorenzo Monaco. 1393 Montagna, Bartolommeo. (vers 1440, 1445-1523).",— La prédication de Ecce Homo. VI tr. A-S
1710,1394 ,"Memmi, Lippo.", (?-1357). ,Trois enfants exécutant un concert ,VI tr. A-S Moretto da Brescia; voir Bonvicino.
1711,1395 ,"Moroni, Giovanni-Battista.", (vers 1025-1578). ,Portrait d'un vieillard. ,VI tr. B-S
1712,1396 ,"Muziano, Girolamo.", (1528-1592). ,"L'incrédulité de saint Thomas. VI tr. B-S Napolitain; voir Angeli. 1397 Neri di Bicci. (1419vers i486, x491 ).",- La Vierge et l'Enfant. VII-E
1713,1398 ,"Muziano, Girolamo.", (1528-1592). ,L'Annonciation. ,VII-N
1714,1120 ,"Niccolo da Liberatore, dit Alunno da Foligno.", (vers 1430-1492). ,"Prédelle renfermant six scènes de la Passion VI tr A-S Niccolo dell' Abbate. (1512-1571); voir Ecole française, Nu 1014. Orbetto; voir Turchi. Padovanino; voir Varotari. 1399 Palma, Jacopo, Il Vecchio, dit le Vieux, (vers 14801528).",— L'adoration des bergers VI tr. B-S
1715,S. NU ,"Niccolo da Liberatore, dit Alunno da Foligno.", (vers 1430-1492). ,Vénitienne à sa toilette. (Attribué),Coll. Schlichting
1716,1400 ,"Palmez7ano, Marco.", (1456- vers 1538). ,Le Christ mort ,VI tr. A-N Il lu PIEKO Di (-OSIMO I422 a PISANELLO
1717,1402 ,"Panini, Giovanni Paolo.", (1695-1768). ,Festin ,VI tr. D-N
1718,1403 ,"Panini, Giovanni Paolo.", (1695-1768). ,"Festin, réplique réduite du précédent ",VI tr. D-N
1719,1404 ,"Panini, Giovanni Paolo.", (1695-1768). ,Concert ,VI tr. D-N
1720,1405 ,"Panini, Giovanni Paolo.", (1695-1768). ,Ruines d'architecture ,VI tr. D-N
1721,1408 ,"Panini, Giovanni Paolo.", (1695-1768). ,"Intérieur de Saint-Pierre de Rome. Le cardinal de Polignac, ambassadeur de France, visité la basilique en 1723 ",VI tr. D-N
1722,1409 ,"Panini, Giovanni Paolo.", (1695-1768). ,"Concert donné à Rome le 26 novembre 1729, à l'occasion de la naissance du Dauphin, fils de Louis XV ",VI tr. D-N
1725,S. No ,"Parentino, Bernardino. (i437""I531)- — L'adoration des Mages. VI tr. A-N Parmesan; voir Mazzola. Pedrini; voir Rizzi. 1413 Pellegrini, Antonio.", (1675-1741). ,"Allégorie sur l'Académie Royale de peinture et sculpture à Paris VI tr. D-N Pérugin; voir Vannucci. Pesarese; voir Cantarini. 1414 Pesello, Francesco, dit Il Pesellino. (vers 1422-1457).",— Tableau en deux compartiments: saint Fran- çois recevant les stigmates. Saint Côme et saint Damien soignant un malade. VII-0
1726,1343 ,"Parentino, Bernardino. (i437""I531)- — L'adoration des Mages. VI tr. A-N Parmesan; voir Mazzola. Pedrini; voir Rizzi. 1413 Pellegrini, Antonio.", (1675-1741). ,La Nativité ,VII-E
1727,S. N° ,"Parentino, Bernardino. (i437""I531)- — L'adoration des Mages. VI tr. A-N Parmesan; voir Mazzola. Pedrini; voir Rizzi. 1413 Pellegrini, Antonio.", (1675-1741). ,La Vierge et l'Enfant (Ecole de; attribùé par certains à Pier-Francesco Fiorentino) ,VII-E
1728,1416 ,"Piero di Lorenzo, dit Piero di Cosimo.", (1462-1521). ,Le couronnement de la Vierge (Ecole de). ,VI tr. A-N
1729,1662 ,"Piero di Lorenzo, dit Piero di Cosimo.", (1462-1521). ,La Vierge et l'Enfant au pigeon. ,VII-E
1731,1418 ,"Pippi, Giulio, dit Jules Romain.", (1492-1546). ,La Nativité avec St. Jean l'Evangéliste et St. Longin. ,IV
1732,1420 ,"Pippi, Giulio, dit Jules Romain.", (1492-1546). ,Le triomphe de Titus et de Vespasien ,VI tr. B-N
1733,1421 ,"Pippi, Giulio, dit Jules Romain.", (1492-1546). ,Vénus et Vulcain ,VI tr. B-N
1734,1422 ,"Pippi, Giulio, dit Jules Romain.", (1492-1546). ,Portrait d'homme inconnu ,VI tr. B-N
1735,1438 ,"Pippi, Giulio, dit Jules Romain.", (1492-1546). ,La Circoncision ,VI tr. B-N
1736,"S. N"" ","Pippi, Giulio, dit Jules Romain.", (1492-1546). ,"Le triomphe, carton de tapisserie, pour la tenture Fructus Belli",Esc. Daru
1737,"S. N"" ","Pippi, Giulio, dit Jules Romain.", (1492-1546). ,"Les prisonniers, carton de tapisserie, pour la tenture Fructus Belli.",Esc. Daru
