,author,life,title,width,height,wall,position,image_path
1348,Dono paolo, (1397-1475). ,episode de la bataille de san omano,,,O,VII,
1349,Duccio, (vers 1260-1319). ,la vierge et l'enfant entre plusieurs saints ecole de ,,,S,VII,
1350,Dughet gaspard, (1613- 1675). ,paysage e vi tr d n ercole voir roberti 1278 fabriano gentile da vers 1370 1428,,,O,Musée Charles X S III,
1351,Fasolo bernardino, (XVIme siècle). ,la vierge et l'enfant,,,N,VI tr A,
1352,Ferrari gaudenzio vers, 1.-480-15.J6V ,saint paul,,,S,VI tr A,
1353,Feti ou fetti domenico, (1589-1624). ,la vie champêtre ou la fileuse,,,N,VI tr D,
1354,Feti ou fetti domenico, (1589-1624). ,la mélancolie,,,N,VI tr D,
1355,Feti ou fetti domenico, (1589-1624). ,l'ange gardien,,,N,VI tr D,
1356,Filipepi sandro, 1445-1; ,10,,,E,Musée Charles X S III,data/images_paintings/1356.jpg
1357,Filipepi sandro, 1445-1; ,la vierge l'enfant jésus et saint jean,,,E,VII,
1358,Filipepi sandro, 1445-1; ,sujet allégorique  giovanna degli albizzi avec vénus et les trois grâces fresque provenant de la villa lemmi près florence,,,,Esc Daru,
1359,Filipepi sandro, 1445-1; ,sujet allégorique lorenzo tornabuoni et les arts libéraux personnifiés par huit femmes fresque provenant de la villa lemmi près florence,,,,Esc Daru,data/images_paintings/1359.jpg
1360,Filipepi sandro, 1445-1; ,vénus ecole dc,,,E,VII,
1361,Filipepi sandro," ( 1444 on 144 =,-1 =< 10). ",la vierge et l'enfant à la grenade ecole de,,,E,VII,
1362,Filipepi sandro," ( 1444 on 144 =,-1 =< 10). ",portrait de jeune homme ecole de,,,E,VII,
1363,Filipepi sandro," ( 1444 on 144 =,-1 =< 10). ",la madone des guidi de faenza attribué,,,,Coll Schlichting,
1364,Fiorenzo di lorenzo, (vers 1441- après 1521). ,tableau en trois compartiments le christ mort et deux scènes de la légende de st jérôme vii 0 fra angelico  voir fiesole 1640 a francesco di giorgio 1430 1502 — l'enlèvement d'europe vii e francia voir raibolini 1644 franciabigio francesco di cristofano bigi dit 1482 1525,,,N,Musée Charles X S III,
1365,Gaddi taddeo,.(1100?- Ilb6). ,tableau en trois compartiments décollation de saint jean baptiste et festin d'hérode le calvaire deux scènes de la légende de st jacques le majeur,,,O,VII,
1366,Garbo raffaellino del, ( vers 1466-1524). ,le couronnement de la vierge,,,N,VI tr A,
1367,Gargiuoli domenico, (1612-1679). ,combat vi tr d n garofalo voir tisi gentileschi voir lomi 1316 gerini niccolo di pietro 1 2me moitié du xlvme siècle,,,O,Musée Charles X S III,
1368,Paris musée national du louvre u5 ghirlandajo voir grillandajo giampietrino voir rizzi 1305 giordano, (1632-170=;). ,ronde d'amours,,,S,I,
1369,Paris musée national du louvre u5 ghirlandajo voir grillandajo giampietrino voir rizzi 1305 giordano, (1632-170=;). ,la chasse de diane,,,O,I,
1370,Paris musée national du louvre u5 ghirlandajo voir grillandajo giampietrino voir rizzi 1305 giordano, (1632-170=;). ,le mariage de la vierge,,,O,I,
1371,Paris musée national du louvre u5 ghirlandajo voir grillandajo giampietrino voir rizzi 1305 giordano, (1632-170=;). ,l'adoration des bergers 1 0 giorgione voir barbarelli 1312 giotto di bondone vers 1206 1317,,,O,Musée Charles X S III,
1372,Giovanni di paolo, ( 140-; ?-1482). ,entrée de st grégoire au château saint ange,,,O,VII,
1373,Giovanni francesco da rimini, ( ? - avant 1470). ,miracle de saint nicolas de bari,,,S,VII,
1374,Girolamo di benvenuto, (1470-1S24). ,le jugement  de pàris,,,E,VII,data/images_paintings/1374.jpg
1375,"Ou 1498 — le triomphe de saint thomas ""daquin"" vii s grechetto voir castiglione 1321 grillandajo domenico di tommaso bigordi", (1440-1404). ,la visitation,,,E,VII,
1376,"Ou 1498 — le triomphe de saint thomas ""daquin"" vii s grechetto voir castiglione 1321 grillandajo domenico di tommaso bigordi", (1440-1404). ,portrait présumé du cte francesco sassetti avec son petit fils,,,E,VII,
1377,Grillandajo benedetto di tommaso bigordi, (14=18-14071. ,le christ marchant au calvaire,,,E,VII,
1378,Guardi francesco, (1712-1793). ,vue de venise la fête de l'ascension peut être par canaletto,,,N,VI tr D,
1379,Guardi francesco, (1712-1793). ,église de la salute la procession du doge peut être par canaletto,,,N,VI tr D,
1380,Guardi francesco, (1712-1793). ,fête du jeudi gras à venise peut être par canaletto,,,N,VI tr D,
1381,Guardi francesco, (1712-1793). ,fête du corpus domini peut être par canaletto,,,N,VI tr D,
1382,Guardi francesco, (1712-1793). ,procession du doge à l'église san zaccaria à pâques peut être par canaletto,,,N,VI tr D,
1383,Guardi francesco, (1712-1793). ,la salle du collège au palais ducal à venise peut être par canaletto,,,N,VI tr D,
1384,Guardi francesco, (1712-1793). ,couronnement du doge sur l'escalier des géants du palais ducal à venise peut être par canaletto,,,N,VI tr D,
1385,Guardi francesco, (1712-1793). ,vue de venise le grand canal et la salute i e guaspre poussin voir dughet guerchin le voir barbieri guide le voir reni josépin le voir cesari jules romain voir pippi 1628 justus de gand joos van wassenhove dit travaillait à anvers et à gand vers 1400 1464 et en italie à partir de 1470,,,O,Musée Charles X S III,
1386,Guardi francesco, (1712-1793). ,dante,,,O,VII,
1387,Guardi francesco, (1712-1793). ,saint augustin,,,O,VII,
1388,Guardi francesco, (1712-1793). ,saint thomas d'aquin,,,S,VI tr A,
1389,Guardi francesco, (1712-1793). ,virgile,,,S,VI tr A,
1390,Guardi francesco, (1712-1793). ,ptolémée vii 0 landi voir neroccio 1336 lanfranco giovanni 1581 16471,,,N,Musée Charles X S III,
1391,Guardi francesco, (1712-1793). ,saint pierre,,,N,VI tr D,
1392,Guardi francesco, (1712-1793). ,la séparation de saint pierre et de saint pau,,,N,VI tr D,
1393,Lippi fra filippo, (vers 140Û-1409). ,vierge glorieuse entre deux saints abbés,,,E,VII,
1394,Lomi orazio," I=,6=,-I64b). ",repos de la sainte famille,,,N,VI tr B,data/images_paintings/1394.jpg
1395,Lorenzetti ambrogio, (fin du XIIIme siècle -vers 1348). ,la vierge et l'enfant entourés de saints ecole de,,,O,VII,
1396,Lorenzo monaco don," (travaillait entre 1300 et 142=, ). ",la vierge et 'enfant,,,O,VII,
1397,Lorenzo monaco don," (travaillait entre 1300 et 142=, ). ",tableau en trois compartiments au milieu saint laurent des deux côtés sainte agnès et sainte marguerite ecole de,,,O,VII,
1398,Lorenzo monaco don," (travaillait entre 1300 et 142=, ). ",tableau en deux compartiments le christ au jardin des oliviers,,,O,Musée Charles X S III,
1399,Lorenzo veneziano, (travaillait entre 1350 et 1370). ,la vierge et l'enfant,,,O,VII,
1400,Lotto lorenzo, (i48o?-i55ô ou 1 s S 7) ,— la femme adultère,156.0,124.0,S,VI tr B,data/images_paintings/1400.jpg
1401,Lotto lorenzo, (i48o?-i55ô ou 1 s S 7) ,saint jérôme dans le désert,40.0,48.0,S,VI tr A,data/images_paintings/1401.jpg
1402,Lotto lorenzo, (i48o?-i55ô ou 1 s S 7) ,sainte famille,237.0,150.0,S,VI tr B,data/images_paintings/1402.jpg
1403,Luciani sebastiano, (1485-1 =547). ,la visitation,,,S,VI tr B,
1404,Luciani sebastiano, (1485-1 =547). ,portrait de catharina colonna attribué,,,,Coll Schlichting,
1405,Luini bernardino, (entre 1475 et 1480-1531 ou 1532). ,sainte famille,43.5,51.0,S,VI tr B,data/images_paintings/1405.jpg
1406,Luini bernardino, (entre 1475 et 1480-1531 ou 1532). ,le sommeil de l'enfant jésus,73.5,92.5,S,VI tr B,data/images_paintings/1406.jpg
1407,Luini bernardino, (entre 1475 et 1480-1531 ou 1532). ,salomé recevant la tête de saint jean baptiste,,,S,VI tr B,data/images_paintings/1407.jpg
1408,Luini bernardino, (entre 1475 et 1480-1531 ou 1532). ,la forge de vulcain fresque de la casa rabia à san sepolcro,,,S,VI tr B,
1409,Luini bernardino, (entre 1475 et 1480-1531 ou 1532). ,enfant assis sous une treille fresque de la villa pelucca près de monza,,,,V,
1410,Luini bernardino, (entre 1475 et 1480-1531 ou 1532). ,enfant à genoux sous une treille fresque de la villa pelucca près de monza,,,,V,
1411,Luini bernardino, (entre 1475 et 1480-1531 ou 1532). ,la nativité fresque de l'oratoire de greco milanese,,,,V,
1412,Luini bernardino, (entre 1475 et 1480-1531 ou 1532). ,l'adoration des mages fresque de l'oratoire de greco milanese,,,,V,data/images_paintings/1412.jpg
1413,Luini bernardino, (entre 1475 et 1480-1531 ou 1532). ,le christ fresque de l'oratoire de greco milanese,,,,V,
1414,Luini bernardino, (entre 1475 et 1480-1531 ou 1532). ,tête de jeune fille personnifiant le silence fresque,,,N,VI tr A,
1415,Luini bernardino, (entre 1475 et 1480-1531 ou 1532). ,l'annonciation ecole de fresque,,,,V,
1416,Luini bernardino, (entre 1475 et 1480-1531 ou 1532). ,le christ mort entouré des instruments de li passion ecole de fresque,,,,V,
1417,Machiavelli zanobi, ( 141 H-1479). ,la vierge avec l'enfant entre st augustin et st jeanbaptiste st antoine et st françois d'assise,,,E,VII,
1418,Mainardi bastiano, (tra- vaillait dejà vers 1482-1513). ,la vierge et l'enfant,,,E,VII,data/images_paintings/1418.jpg
1419,Mainardi bastiano, (tra- vaillait dejà vers 1482-1513). ,portrait de jeune homme,,,,Coll Arconati-Visconti,
1420,Mainardi bastiano, (tra- vaillait dejà vers 1482-1513). ,portrait de jeune femme   maître roux voir rosso 1368 manfredi bartolommeo  1 72  ioo,,,N,Musée Charles X S III,
1421,Manni giannicola di paolo, (1470-1=144). ,le baptême de notre seigneur,,,O,VII,
1422,Manni giannicola di paolo, (1470-1=144). ,l'assomption de la vierge,,,N,VI tr A,
1423,Manni giannicola di paolo, (1470-1=144). ,l'adoration des mages,88.5,44.5,E,VII,data/images_paintings/1423.jpg
1424,Manni giannicola di paolo, (1470-1=144). ,vierge glorieuse,,,N,VI tr A,
1425,Mantegna andrea, ( 14-51-1 =;o6). ,le calvaire,96.0,76.0,S,VI tr A,data/images_paintings/1425.jpg
1426,Mantegna andrea, ( 14-51-1 =;o6). ,la vierge de la victoire adorée par jean françois de gonzague marquis de mantoue,,,S,VI tr A,data/images_paintings/1426.jpg
1427,Mantegna andrea, ( 14-51-1 =;o6). ,le pjrnasse,,,S,VI tr A,
1428,Mantegna andrea, ( 14-51-1 =;o6). ,la sagesse victorieuse des vices,,,S,VI tr A,
1429,Mantegna andrea, ( 14-51-1 =;o6). ,saint sébastien provenant d'aigueperse auvergne reproduit,,,S,VI tr A,
1430,Maratta carlo, (102S-1713). ,portrait de mariemadeleine rospigliosi,,,N,VI tr D,
1431,Marchesi girolamo, (1480?-1550?). ,le christ portant la croix,,,N,VI tr A,
1432,"Marco ""doggiono""", (vers 1470-avant 1540). ,sainte famille,71.5,118.0,S,VI tr B,data/images_paintings/1432.jpg
1433,"Marco ""doggiono""", (vers 1470-avant 1540). ,la vierge et l'enfant,,,S,VI tr B,
1434,Massone giovanni, (seconde moitié du XVme siècle). ,retable en trois compartiments au centre la nativité — a gauche saint françois d'assise debout protégeant sixte iv à genoux — a droite  saint antoine de padoue debout protégeant le cardinal julien de la rovère depuis jules il vi tr a s mastelletta  voir donducci 981 matteis paolo de' 1662 1728,,,E,Musée Charles X S III,
1435,Matteo di giovanni, (vers 1435-1405). ,—la naissance de la vierge attribué,44.5,22.5,S,VII,data/images_paintings/1435.jpg
1436,Mazzola francesco, (1504-1510). ,sainte famille,,,N,VI tr B,
1437,Mazzola francesco, (1504-1510). ,la vierge et l'enfant avec st benoît ste catherine et st jérôme,,,N,VI tr B,
1438,Mazzolini lodovico, (vers 1478 - vers 1528). ,jésus christ prêchant la multitude attribué,,,N,VI tr A,
1439,Memmi lippo, (?-1357). ,saint pierre attribué vii 0 memmi simone voir martini merisi voir amerighi micco spadaro voir gargiuoli 1390 mola pier francesco 1612 ou 1621 1666 ou 1668,,,N,Musée Charles X S III,
1440,Memmi lippo, (?-1357). ,vision de saint bruno vi tr d n monaco voir lorenzo monaco 1393 montagna bartolommeo vers 1440 1445 1523,,,S,Musée Charles X S III,
1441,Memmi lippo, (?-1357). ,trois enfants exécutant un concert,,,S,VI tr A,
1442,Moroni giovanni battista, (vers 1025-1578). ,portrait d'un vieillard,,,S,VI tr B,
1443,Muziano girolamo, (1528-1592). ,l'incrédulité de saint thomas vi tr b s napolitain voir angeli 1397 neri di bicci 1419vers i486 x491 ,,,E,Musée Charles X S III,
1444,Muziano girolamo, (1528-1592). ,l'annonciation,,,N,VII,
1445,Niccolo da liberatore dit alunno da foligno, (vers 1430-1492). ,prédelle renfermant six scènes de la passion vi tr a s niccolo dell' abbate 1512 1571 voir ecole française nu 1014 orbetto voir turchi padovanino voir varotari 1399 palma jacopo il vecchio dit le vieux vers 14801528,,,S,Musée Charles X S III,
1446,Niccolo da liberatore dit alunno da foligno, (vers 1430-1492). ,vénitienne à sa toilette attribué,,,,Coll Schlichting,
1447,Palmez7ano marco, (1456- vers 1538). ,le christ mort,,,N,VI tr A,
1448,Panini giovanni paolo, (1695-1768). ,festin,39.5,35.0,N,VI tr D,data/images_paintings/1448.jpg
1449,Panini giovanni paolo, (1695-1768). ,festin réplique réduite du précédent,,,N,VI tr D,
1450,Panini giovanni paolo, (1695-1768). ,concert,39.5,38.0,N,VI tr D,data/images_paintings/1450.jpg
1451,Panini giovanni paolo, (1695-1768). ,ruines d'architecture,97.0,79.0,N,VI tr D,data/images_paintings/1451.jpg
1452,Panini giovanni paolo, (1695-1768). ,intérieur de saint pierre de rome le cardinal de polignac ambassadeur de france visité la basilique en 1723,,,N,VI tr D,
1453,Panini giovanni paolo, (1695-1768). ,concert donné à rome le 26 novembre 1729 à l'occasion de la naissance du dauphin fils de louis xv,,,N,VI tr D,
1454,"Parentino bernardino i437i531  — ""ladoration"" des mages vi tr a n parmesan voir mazzola pedrini voir rizzi 1413 pellegrini", (1675-1741). ,allégorie sur l'académie royale de peinture et sculpture à paris vi tr d n pérugin voir vannucci pesarese voir cantarini 1414 pesello francesco dit il pesellino vers 1422 1457,,,O,Musée Charles X S III,
1455,"Parentino bernardino i437i531  — ""ladoration"" des mages vi tr a n parmesan voir mazzola pedrini voir rizzi 1413 pellegrini", (1675-1741). ,la nativité,,,E,VII,
1456,"Parentino bernardino i437i531  — ""ladoration"" des mages vi tr a n parmesan voir mazzola pedrini voir rizzi 1413 pellegrini", (1675-1741). ,la vierge et l'enfant ecole de attribùé par certains à pier francesco fiorentino,,,E,VII,
1457,Piero di lorenzo dit piero di cosimo, (1462-1521). ,le couronnement de la vierge ecole de,,,N,VI tr A,
1458,Piero di lorenzo dit piero di cosimo, (1462-1521). ,la vierge et l'enfant au pigeon,,,E,VII,
1459,Pippi giulio, (1492-1546). ,la nativité avec st jean l'evangéliste et st longin,,,,IV,
1460,Pippi giulio, (1492-1546). ,le triomphe de titus et de vespasien,,,N,VI tr B,
1461,Pippi giulio, (1492-1546). ,vénus et vulcain,,,N,VI tr B,
1462,Pippi giulio, (1492-1546). ,portrait d'homme inconnu,,,N,VI tr B,
1463,Pippi giulio, (1492-1546). ,la circoncision,,,N,VI tr B,
1464,Pippi giulio, (1492-1546). ,le triomphe carton de tapisserie pour la tenture fructus belli,,,,Esc Daru,
1465,Pippi giulio, (1492-1546). ,les prisonniers carton de tapisserie pour la tenture fructus belli,,,,Esc Daru,
1466,Pippi giulio, (1492-1546). ,prise et incendie d'une ville carton de tapisserie pour la tenture fructus belli,,,,Esc Daru,
1467,Pippi giulio, (1492-1546). ,le triomphe de scipion carton de tapisserie,,,,Esc Daru,
1468,Pittoni giambattista, (IÔÇOP-I 767). ,jésus christ donnant les clefs à st pierre,,,N,VI tr D,
1469,Pittoni giambattista, (IÔÇOP-I 767). ,polyxène sacrifiée aux mânes d'achille,,,N,VI tr D,
1470,Pittoni giambattista, (IÔÇOP-I 767). ,la continence de scipion,96.0,56.0,N,VI tr D,data/images_paintings/1470.jpg
1471,Ponte giovanni da santo stefano da, (1385-1437 ou 1442). ,entrée d'héraclius à jérusalem,,,O,VII,
1472,Ponte jacopo da, (1510-1592). ,l'entrée des animaux dans l'arche,121.0,101.0,S,VI tr B,data/images_paintings/1472.jpg
1473,Ponte jacopo da, (1510-1592). ,le frappement du rocher,,,S,VI tr B,
1474,Ponte jacopo da, (1510-1592). ,les noces de cana,,,S,VI tr B,
1475,Ponte jacopo da, (1510-1592). ,jésus christ marchant au calvaire,,,S,VI tr B,
1476,Ponte jacopo da, (1510-1592). ,le christ descendu de la croix,,,S,VI tr B,
1477,Ponte jacopo da, (1510-1592). ,les vendanges,,,S,VI tr B,
1478,Ponte leandro da, (1558- 1623). ,l'adoration des mages,,,E,I,
1479,Ponte leandro da, (1558- 1623). ,tra aux champêtres,,,E,I,
1480,Preti mattia, (1613-1690). ,martyre de saint andré,,,N,VI tr D,
1481,Primaticcio francesco, (1504-1570). ,le concert d'après,,,,IX,
1482,Procaccini giulio cesare 1518 ou, 1560-1625? ,sainte famille,,,N,VI tr D,
1483,Raibolini giacomo, (1486-1557). ,la vierge et l'enfant st georges st sébastien st françois d'assise et st jean baptiste,,,N,VI tr A,
1484,Reni guido dit le guide, (1575-1612). ,david vainqueur de goliath,,,N,VI tr B,
1485,Reni guido dit le guide, (1575-1612). ,ecce honio,,,N,VI tr D,
1486,Reni guido dit le guide, (1575-1612). ,la madeleine,,,N,VI tr D,
1487,Reni guido dit le guide, (1575-1612). ,saint sébastien,,,N,VI tr B,
1488,Reni guido dit le guide, (1575-1612). ,l'enl évement d'hélène,,,N,VI tr B,
1489,Reni guido dit le guide, (1575-1612). ,hercule sur le bûcher peint pour le duc de mantoue,,,,IV,
1490,Reni guido dit le guide, (1575-1612). ,déjanire et le centaure nessus peint pour le duc de mantoue,,,,IV,
1491,Reni guido dit le guide, (1575-1612). ,hercule et acheloûs 1 peint pour le duc de mantoue ,,,,IV,
1492,Ricci sebastiano, (1662-1734). ,allégorie sur les beaux arts,,,N,VI tr D,
1493,Riccio felice, (1540-1605). ,sainte famille avec ste ursule,,,N,VI tr D,
1494,"Roberti ercole ""de"""," (entre 1450, 1460-1496). ",fragment d'une «mort de la vierge» copie d'après une fresque d'ercole,,,S,VI tr A,
1495,Robusti jacopo, (1518-1594). ,suzanne au bain,,,,IV,
1496,Robusti jacopo, (1518-1594). ,le christ mort et deux anges esquisse,,,S,VI tr B,
1497,Robusti jacopo, (1518-1594). ,le paradis esquisse pour la grande composition du palais des doges à venise vr,,,S,B,
1498,Robusti jacopo, (1518-1594). ,son portrait par lui même,,,S,VI tr B,
1499,Robusti jacopo, (1518-1594). ,portrait d'homme,88.9,112.7,S,VI tr B,data/images_paintings/1499.jpg
1500,Robusti jacopo, (1518-1594). ,portrait de pietro mocenigo école de,,,E,I,
1501,Romanelli giovanni francesco, (1610-1662). ,la manne,213.0,199.0,N,VI tr D,data/images_paintings/1501.jpg
